@RELATION 'Shuttle, without duplicates, v01'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
44.0,2.0,87.0,0.0,44.0,0.0,43.0,43.0,0.0,10853.0,'no'
40.0,0.0,86.0,-7.0,38.0,0.0,45.0,47.0,2.0,6216.0,'no'
42.0,0.0,82.0,3.0,42.0,0.0,39.0,41.0,2.0,7243.0,'no'
43.0,0.0,86.0,2.0,42.0,0.0,43.0,45.0,2.0,9446.0,'no'
56.0,-5.0,83.0,0.0,56.0,9.0,27.0,26.0,0.0,12054.0,'no'
55.0,-5.0,93.0,0.0,46.0,0.0,37.0,46.0,8.0,12990.0,'no'
37.0,0.0,79.0,0.0,34.0,5.0,42.0,46.0,4.0,11383.0,'no'
57.0,1.0,86.0,0.0,56.0,0.0,30.0,30.0,0.0,9920.0,'no'
43.0,0.0,79.0,-3.0,42.0,0.0,37.0,38.0,2.0,13308.0,'no'
55.0,-1.0,78.0,-3.0,0.0,-10.0,23.0,78.0,56.0,7235.0,'no'
49.0,0.0,85.0,0.0,46.0,-1.0,36.0,39.0,2.0,10448.0,'no'
49.0,0.0,80.0,0.0,46.0,-4.0,31.0,34.0,2.0,13523.0,'no'
49.0,5.0,78.0,0.0,50.0,4.0,29.0,29.0,0.0,458.0,'no'
37.0,0.0,76.0,0.0,34.0,-4.0,39.0,43.0,4.0,14209.0,'no'
37.0,0.0,78.0,0.0,26.0,30.0,41.0,52.0,12.0,2686.0,'no'
37.0,0.0,79.0,0.0,12.0,-8.0,43.0,66.0,24.0,8267.0,'no'
43.0,0.0,77.0,0.0,42.0,-6.0,34.0,36.0,2.0,5985.0,'no'
37.0,0.0,77.0,-1.0,36.0,18.0,40.0,41.0,0.0,11786.0,'no'
46.0,0.0,86.0,6.0,46.0,0.0,41.0,40.0,0.0,11487.0,'no'
37.0,0.0,95.0,0.0,10.0,25.0,58.0,84.0,26.0,3641.0,'no'
45.0,0.0,83.0,0.0,44.0,6.0,38.0,39.0,0.0,5275.0,'no'
37.0,-23.0,106.0,-2.0,34.0,-3.0,69.0,72.0,4.0,11891.0,'no'
37.0,0.0,79.0,-1.0,0.0,3.0,42.0,79.0,36.0,3374.0,'no'
39.0,-1.0,97.0,0.0,38.0,0.0,58.0,59.0,0.0,7873.0,'no'
41.0,5.0,89.0,-1.0,38.0,0.0,48.0,50.0,2.0,10047.0,'no'
44.0,0.0,81.0,1.0,44.0,16.0,37.0,37.0,0.0,7856.0,'no'
41.0,0.0,79.0,0.0,42.0,4.0,38.0,37.0,0.0,13413.0,'no'
49.0,0.0,85.0,0.0,46.0,-21.0,36.0,39.0,2.0,8748.0,'no'
37.0,0.0,92.0,2.0,12.0,31.0,54.0,79.0,24.0,2131.0,'no'
37.0,0.0,81.0,0.0,38.0,11.0,43.0,42.0,0.0,13066.0,'no'
56.0,0.0,96.0,-1.0,50.0,-3.0,40.0,47.0,6.0,2500.0,'no'
56.0,1.0,87.0,3.0,56.0,12.0,31.0,30.0,0.0,6348.0,'no'
41.0,-3.0,76.0,-1.0,42.0,0.0,35.0,35.0,0.0,4805.0,'no'
55.0,0.0,96.0,0.0,44.0,-13.0,41.0,52.0,12.0,1957.0,'no'
56.0,0.0,97.0,-1.0,46.0,-3.0,41.0,51.0,10.0,12999.0,'no'
56.0,0.0,96.0,4.0,42.0,2.0,40.0,55.0,14.0,10852.0,'no'
56.0,0.0,81.0,0.0,54.0,-16.0,25.0,27.0,2.0,9886.0,'no'
41.0,0.0,86.0,0.0,42.0,18.0,46.0,45.0,0.0,5494.0,'no'
38.0,0.0,77.0,2.0,38.0,0.0,39.0,38.0,0.0,12369.0,'no'
55.0,0.0,77.0,-1.0,16.0,-2.0,22.0,62.0,40.0,1547.0,'no'
37.0,0.0,79.0,-3.0,0.0,0.0,42.0,79.0,36.0,11195.0,'no'
38.0,0.0,76.0,8.0,38.0,0.0,38.0,37.0,0.0,10822.0,'no'
55.0,0.0,77.0,3.0,-20.0,0.0,21.0,97.0,76.0,8780.0,'no'
55.0,0.0,77.0,0.0,38.0,27.0,22.0,39.0,16.0,4802.0,'no'
37.0,0.0,104.0,1.0,24.0,0.0,67.0,80.0,14.0,10749.0,'no'
37.0,1.0,90.0,0.0,24.0,21.0,52.0,66.0,14.0,4127.0,'no'
49.0,4.0,83.0,0.0,46.0,-30.0,34.0,37.0,2.0,2034.0,'no'
55.0,0.0,95.0,0.0,50.0,-18.0,40.0,46.0,6.0,7191.0,'no'
84.0,4.0,86.0,-2.0,-4.0,0.0,3.0,92.0,88.0,11157.0,'no'
56.0,0.0,97.0,-4.0,50.0,0.0,41.0,48.0,6.0,6405.0,'no'
37.0,-2.0,106.0,0.0,34.0,-8.0,68.0,72.0,4.0,10102.0,'no'
55.0,0.0,80.0,0.0,-10.0,0.0,25.0,90.0,66.0,7026.0,'no'
37.0,0.0,104.0,0.0,30.0,-16.0,67.0,73.0,6.0,1492.0,'no'
46.0,0.0,102.0,0.0,46.0,3.0,57.0,56.0,0.0,11702.0,'no'
45.0,0.0,83.0,1.0,46.0,17.0,37.0,36.0,0.0,2392.0,'no'
37.0,0.0,97.0,0.0,24.0,-7.0,60.0,73.0,14.0,2830.0,'no'
39.0,-5.0,76.0,0.0,38.0,0.0,37.0,37.0,0.0,12188.0,'no'
53.0,0.0,81.0,4.0,52.0,-7.0,28.0,30.0,2.0,10183.0,'no'
38.0,1.0,81.0,0.0,38.0,3.0,43.0,43.0,0.0,13577.0,'no'
37.0,0.0,81.0,0.0,28.0,-23.0,45.0,53.0,8.0,5996.0,'no'
47.0,5.0,88.0,1.0,46.0,0.0,42.0,42.0,0.0,5837.0,'no'
37.0,0.0,105.0,1.0,30.0,-10.0,68.0,74.0,6.0,8471.0,'no'
56.0,0.0,80.0,2.0,-4.0,0.0,24.0,85.0,62.0,11928.0,'no'
56.0,0.0,97.0,0.0,42.0,19.0,41.0,55.0,14.0,3311.0,'no'
37.0,-5.0,76.0,0.0,20.0,0.0,40.0,55.0,16.0,8638.0,'no'
38.0,0.0,92.0,8.0,12.0,0.0,54.0,79.0,24.0,4724.0,'no'
55.0,0.0,98.0,0.0,52.0,-20.0,42.0,46.0,4.0,8428.0,'no'
43.0,0.0,86.0,-2.0,42.0,-1.0,43.0,45.0,2.0,700.0,'no'
49.0,0.0,95.0,0.0,46.0,-1.0,47.0,49.0,2.0,4491.0,'no'
37.0,0.0,78.0,0.0,0.0,3.0,42.0,78.0,36.0,12345.0,'no'
46.0,-4.0,80.0,-1.0,46.0,0.0,34.0,34.0,0.0,2037.0,'no'
46.0,0.0,86.0,-5.0,46.0,0.0,40.0,39.0,0.0,1223.0,'no'
37.0,0.0,77.0,0.0,-22.0,5.0,41.0,101.0,60.0,3688.0,'no'
56.0,-2.0,86.0,0.0,54.0,-30.0,31.0,32.0,2.0,2796.0,'no'
41.0,0.0,80.0,-1.0,42.0,1.0,39.0,39.0,0.0,5596.0,'no'
48.0,-4.0,86.0,0.0,46.0,0.0,39.0,40.0,2.0,10430.0,'no'
37.0,0.0,79.0,8.0,24.0,0.0,42.0,56.0,14.0,6666.0,'no'
41.0,2.0,78.0,0.0,38.0,-21.0,37.0,39.0,2.0,13865.0,'no'
40.0,0.0,87.0,-1.0,38.0,-2.0,47.0,48.0,2.0,11870.0,'no'
37.0,0.0,103.0,0.0,20.0,3.0,66.0,82.0,16.0,5670.0,'no'
80.0,0.0,84.0,0.0,-40.0,26.0,4.0,125.0,122.0,2310.0,'no'
45.0,0.0,86.0,0.0,44.0,-1.0,41.0,42.0,2.0,1929.0,'no'
37.0,0.0,80.0,0.0,38.0,13.0,43.0,41.0,0.0,8121.0,'no'
44.0,6.0,93.0,0.0,44.0,2.0,49.0,50.0,0.0,6421.0,'no'
42.0,4.0,107.0,5.0,42.0,0.0,65.0,66.0,0.0,8272.0,'no'
45.0,-5.0,83.0,0.0,44.0,-21.0,37.0,39.0,2.0,11783.0,'no'
56.0,0.0,96.0,4.0,46.0,0.0,40.0,50.0,10.0,5010.0,'no'
37.0,0.0,78.0,0.0,18.0,-4.0,41.0,60.0,18.0,10691.0,'no'
41.0,0.0,77.0,0.0,38.0,-17.0,37.0,39.0,2.0,13969.0,'no'
41.0,0.0,88.0,-5.0,38.0,-14.0,48.0,50.0,2.0,4053.0,'no'
45.0,2.0,108.0,0.0,44.0,0.0,63.0,64.0,2.0,67.0,'no'
37.0,0.0,77.0,0.0,28.0,-1.0,40.0,48.0,8.0,4871.0,'no'
43.0,0.0,85.0,-1.0,42.0,0.0,42.0,44.0,2.0,3916.0,'no'
37.0,-1.0,80.0,2.0,-2.0,0.0,43.0,83.0,40.0,4108.0,'no'
41.0,-5.0,75.0,0.0,42.0,14.0,34.0,34.0,0.0,5343.0,'no'
47.0,0.0,95.0,-7.0,46.0,0.0,48.0,48.0,0.0,9506.0,'no'
48.0,0.0,81.0,5.0,46.0,0.0,33.0,34.0,2.0,1792.0,'no'
53.0,0.0,83.0,0.0,54.0,16.0,30.0,29.0,0.0,3381.0,'no'
51.0,0.0,82.0,0.0,50.0,-30.0,31.0,33.0,2.0,6280.0,'no'
43.0,0.0,83.0,-1.0,42.0,0.0,40.0,41.0,2.0,10548.0,'no'
37.0,0.0,79.0,4.0,38.0,15.0,42.0,41.0,0.0,3414.0,'no'
52.0,3.0,86.0,0.0,52.0,0.0,34.0,35.0,0.0,2612.0,'no'
37.0,0.0,78.0,0.0,0.0,-2.0,42.0,78.0,36.0,2196.0,'no'
37.0,0.0,104.0,0.0,26.0,-17.0,66.0,78.0,12.0,986.0,'no'
45.0,0.0,90.0,0.0,44.0,-13.0,45.0,46.0,2.0,7661.0,'no'
37.0,0.0,77.0,0.0,18.0,-8.0,40.0,59.0,18.0,7433.0,'no'
37.0,0.0,76.0,-4.0,28.0,-21.0,39.0,47.0,8.0,6260.0,'no'
42.0,0.0,84.0,-6.0,42.0,0.0,42.0,43.0,0.0,7157.0,'no'
52.0,2.0,88.0,0.0,52.0,-3.0,35.0,36.0,0.0,6277.0,'no'
38.0,0.0,79.0,-1.0,38.0,5.0,41.0,40.0,0.0,9299.0,'no'
43.0,0.0,86.0,-4.0,42.0,0.0,43.0,45.0,2.0,1419.0,'no'
37.0,0.0,75.0,1.0,24.0,0.0,38.0,52.0,14.0,5886.0,'no'
46.0,2.0,86.0,-4.0,46.0,0.0,40.0,40.0,0.0,12849.0,'no'
53.0,0.0,85.0,0.0,52.0,-21.0,32.0,33.0,2.0,8646.0,'no'
43.0,0.0,86.0,0.0,44.0,17.0,43.0,42.0,0.0,5335.0,'no'
51.0,1.0,86.0,0.0,50.0,-24.0,35.0,37.0,2.0,1066.0,'no'
54.0,-2.0,86.0,-2.0,54.0,-3.0,32.0,32.0,0.0,6126.0,'no'
37.0,0.0,100.0,-1.0,28.0,0.0,63.0,71.0,8.0,2183.0,'no'
55.0,0.0,92.0,0.0,-4.0,30.0,36.0,97.0,60.0,14261.0,'no'
41.0,0.0,79.0,0.0,42.0,9.0,38.0,38.0,0.0,12798.0,'no'
48.0,0.0,95.0,0.0,46.0,-3.0,47.0,49.0,2.0,14094.0,'no'
56.0,0.0,97.0,3.0,50.0,-11.0,41.0,48.0,6.0,8397.0,'no'
44.0,0.0,75.0,-2.0,42.0,-23.0,31.0,34.0,2.0,2663.0,'no'
56.0,0.0,95.0,1.0,44.0,10.0,40.0,51.0,12.0,2365.0,'no'
47.0,-1.0,76.0,-4.0,46.0,-6.0,30.0,30.0,0.0,1246.0,'no'
56.0,0.0,79.0,1.0,8.0,0.0,24.0,72.0,48.0,3097.0,'no'
101.0,0.0,102.0,0.0,72.0,15.0,1.0,30.0,28.0,1616.0,'no'
43.0,0.0,95.0,-1.0,42.0,-12.0,52.0,54.0,2.0,7893.0,'no'
37.0,0.0,80.0,0.0,28.0,14.0,43.0,52.0,8.0,13996.0,'no'
41.0,-2.0,82.0,0.0,38.0,-7.0,41.0,43.0,2.0,8871.0,'no'
49.0,0.0,86.0,2.0,50.0,0.0,37.0,37.0,0.0,796.0,'no'
41.0,0.0,82.0,0.0,38.0,-1.0,41.0,43.0,2.0,10730.0,'no'
56.0,0.0,97.0,5.0,54.0,0.0,41.0,42.0,2.0,9413.0,'no'
56.0,0.0,95.0,0.0,44.0,24.0,40.0,51.0,12.0,13269.0,'no'
37.0,0.0,83.0,0.0,-4.0,-13.0,46.0,88.0,42.0,14076.0,'no'
55.0,0.0,77.0,0.0,8.0,-1.0,22.0,70.0,48.0,1791.0,'no'
37.0,0.0,77.0,0.0,34.0,-26.0,40.0,43.0,4.0,4037.0,'no'
55.0,0.0,77.0,-2.0,24.0,-5.0,21.0,54.0,32.0,6472.0,'no'
55.0,0.0,76.0,0.0,-14.0,9.0,21.0,92.0,70.0,12523.0,'no'
37.0,0.0,76.0,-7.0,20.0,0.0,39.0,55.0,16.0,11078.0,'no'
48.0,5.0,76.0,0.0,46.0,0.0,28.0,29.0,2.0,10089.0,'no'
45.0,0.0,76.0,0.0,44.0,-5.0,30.0,32.0,2.0,7044.0,'no'
46.0,2.0,76.0,-1.0,46.0,0.0,30.0,30.0,0.0,6927.0,'no'
55.0,0.0,79.0,0.0,12.0,1.0,23.0,66.0,42.0,1550.0,'no'
50.0,4.0,80.0,0.0,50.0,0.0,30.0,31.0,0.0,4773.0,'no'
55.0,0.0,97.0,0.0,46.0,-2.0,42.0,51.0,8.0,27.0,'no'
37.0,0.0,76.0,0.0,30.0,31.0,39.0,45.0,6.0,7137.0,'no'
41.0,1.0,88.0,0.0,38.0,-30.0,47.0,50.0,2.0,11824.0,'no'
46.0,5.0,86.0,0.0,46.0,11.0,40.0,39.0,0.0,5350.0,'no'
56.0,0.0,79.0,-6.0,6.0,-4.0,24.0,74.0,50.0,10850.0,'no'
56.0,1.0,78.0,0.0,18.0,31.0,22.0,60.0,38.0,1946.0,'no'
37.0,0.0,95.0,0.0,20.0,-26.0,58.0,75.0,16.0,207.0,'no'
55.0,0.0,92.0,-1.0,36.0,-8.0,37.0,56.0,20.0,9556.0,'no'
49.0,-1.0,86.0,0.0,50.0,5.0,37.0,37.0,0.0,7662.0,'no'
37.0,4.0,77.0,0.0,36.0,0.0,41.0,41.0,0.0,12610.0,'no'
37.0,0.0,107.0,0.0,28.0,-1.0,70.0,78.0,8.0,1231.0,'no'
49.0,0.0,84.0,0.0,50.0,23.0,36.0,35.0,0.0,7379.0,'no'
48.0,0.0,85.0,0.0,46.0,-13.0,37.0,39.0,2.0,4658.0,'no'
55.0,0.0,95.0,0.0,42.0,-10.0,40.0,54.0,14.0,8392.0,'no'
37.0,0.0,97.0,1.0,18.0,-12.0,60.0,79.0,18.0,4409.0,'no'
41.0,-2.0,83.0,0.0,42.0,0.0,42.0,42.0,0.0,6011.0,'no'
41.0,-5.0,80.0,0.0,42.0,6.0,39.0,39.0,0.0,1172.0,'no'
37.0,0.0,77.0,1.0,36.0,-5.0,39.0,41.0,2.0,4096.0,'no'
37.0,0.0,82.0,0.0,-2.0,16.0,45.0,85.0,40.0,10427.0,'no'
50.0,4.0,78.0,-5.0,50.0,0.0,28.0,29.0,2.0,3259.0,'no'
55.0,0.0,77.0,-1.0,16.0,0.0,21.0,61.0,40.0,1268.0,'no'
38.0,0.0,86.0,0.0,36.0,-22.0,48.0,50.0,2.0,4332.0,'no'
56.0,0.0,77.0,0.0,18.0,-18.0,22.0,59.0,38.0,19.0,'no'
37.0,0.0,80.0,-2.0,12.0,-7.0,43.0,67.0,24.0,12880.0,'no'
37.0,0.0,76.0,0.0,24.0,-1.0,40.0,53.0,14.0,6092.0,'no'
46.0,0.0,76.0,-1.0,46.0,0.0,29.0,29.0,0.0,11743.0,'no'
56.0,2.0,96.0,0.0,54.0,1.0,40.0,42.0,2.0,8956.0,'no'
37.0,0.0,77.0,0.0,16.0,-21.0,40.0,62.0,22.0,10286.0,'no'
37.0,0.0,80.0,0.0,12.0,25.0,43.0,67.0,24.0,9508.0,'no'
37.0,0.0,79.0,0.0,36.0,-15.0,41.0,43.0,2.0,7506.0,'no'
49.0,0.0,81.0,0.0,50.0,-6.0,32.0,32.0,0.0,5991.0,'no'
37.0,0.0,76.0,-1.0,20.0,-3.0,40.0,55.0,16.0,14065.0,'no'
55.0,-3.0,98.0,0.0,44.0,-24.0,42.0,54.0,12.0,8418.0,'no'
56.0,0.0,96.0,-5.0,50.0,0.0,40.0,47.0,6.0,13547.0,'no'
41.0,-1.0,76.0,-1.0,42.0,0.0,35.0,35.0,0.0,13728.0,'no'
37.0,0.0,79.0,0.0,10.0,-26.0,43.0,69.0,26.0,1209.0,'no'
37.0,-18.0,106.0,-1.0,34.0,-3.0,69.0,72.0,4.0,569.0,'no'
44.0,0.0,83.0,3.0,44.0,0.0,38.0,39.0,0.0,3152.0,'no'
51.0,0.0,79.0,6.0,52.0,4.0,27.0,27.0,0.0,6155.0,'no'
52.0,0.0,79.0,0.0,52.0,0.0,26.0,27.0,0.0,8762.0,'no'
84.0,-10.0,89.0,0.0,8.0,0.0,5.0,81.0,76.0,12211.0,'no'
56.0,0.0,82.0,2.0,-12.0,6.0,26.0,95.0,68.0,11262.0,'no'
56.0,0.0,97.0,0.0,46.0,25.0,41.0,51.0,10.0,8201.0,'no'
51.0,0.0,88.0,0.0,50.0,-15.0,37.0,39.0,2.0,5005.0,'no'
56.0,0.0,82.0,0.0,54.0,-6.0,26.0,28.0,2.0,8459.0,'no'
36.0,-3.0,83.0,5.0,36.0,0.0,46.0,46.0,0.0,2802.0,'no'
37.0,-4.0,83.0,0.0,36.0,-11.0,46.0,47.0,2.0,13742.0,'no'
55.0,0.0,77.0,-5.0,-10.0,0.0,21.0,87.0,66.0,3163.0,'no'
58.0,0.0,86.0,-1.0,56.0,0.0,28.0,29.0,0.0,12152.0,'no'
43.0,0.0,81.0,0.0,44.0,29.0,38.0,37.0,0.0,10791.0,'no'
56.0,-4.0,99.0,0.0,46.0,-7.0,43.0,52.0,10.0,6084.0,'no'
39.0,-3.0,83.0,0.0,38.0,0.0,44.0,44.0,0.0,1090.0,'no'
56.0,0.0,76.0,0.0,-10.0,4.0,20.0,86.0,66.0,9916.0,'no'
37.0,0.0,76.0,-3.0,24.0,8.0,39.0,52.0,14.0,2554.0,'no'
55.0,-3.0,98.0,1.0,46.0,0.0,42.0,51.0,8.0,11871.0,'no'
47.0,2.0,84.0,0.0,46.0,0.0,36.0,37.0,0.0,12441.0,'no'
37.0,0.0,76.0,4.0,26.0,0.0,39.0,50.0,12.0,13606.0,'no'
41.0,3.0,81.0,0.0,42.0,2.0,40.0,40.0,0.0,10806.0,'no'
45.0,0.0,81.0,0.0,46.0,13.0,35.0,34.0,0.0,9039.0,'no'
42.0,-1.0,85.0,0.0,42.0,0.0,43.0,44.0,2.0,1549.0,'no'
49.0,0.0,77.0,4.0,50.0,4.0,28.0,28.0,0.0,447.0,'no'
55.0,-5.0,91.0,0.0,56.0,24.0,35.0,34.0,0.0,11902.0,'no'
48.0,-2.0,86.0,0.0,46.0,-1.0,38.0,40.0,2.0,6017.0,'no'
55.0,-2.0,81.0,0.0,-10.0,-2.0,26.0,92.0,66.0,10528.0,'no'
41.0,2.0,78.0,0.0,38.0,-35.0,37.0,39.0,2.0,9473.0,'no'
48.0,5.0,93.0,-4.0,46.0,0.0,46.0,47.0,2.0,7799.0,'no'
37.0,0.0,86.0,1.0,36.0,0.0,50.0,50.0,0.0,6506.0,'no'
37.0,0.0,76.0,-6.0,28.0,-4.0,39.0,47.0,8.0,2571.0,'no'
106.0,0.0,108.0,7.0,70.0,0.0,2.0,38.0,36.0,7836.0,'no'
37.0,0.0,108.0,0.0,34.0,-30.0,71.0,75.0,4.0,9714.0,'no'
53.0,-2.0,86.0,0.0,52.0,-30.0,33.0,35.0,2.0,2929.0,'no'
44.0,2.0,90.0,-7.0,42.0,-14.0,46.0,48.0,2.0,3232.0,'no'
55.0,0.0,77.0,0.0,36.0,-10.0,22.0,41.0,20.0,13851.0,'no'
58.0,3.0,97.0,0.0,56.0,0.0,39.0,40.0,0.0,3855.0,'no'
41.0,0.0,77.0,0.0,42.0,12.0,36.0,36.0,0.0,13340.0,'no'
49.0,0.0,95.0,0.0,46.0,-3.0,47.0,49.0,2.0,8453.0,'no'
77.0,4.0,81.0,0.0,-40.0,0.0,4.0,123.0,118.0,6241.0,'no'
47.0,2.0,75.0,0.0,46.0,0.0,28.0,28.0,0.0,1618.0,'no'
41.0,0.0,87.0,0.0,38.0,-3.0,46.0,48.0,2.0,1216.0,'no'
48.0,-2.0,84.0,0.0,46.0,-3.0,36.0,38.0,2.0,7798.0,'no'
37.0,2.0,100.0,0.0,36.0,0.0,64.0,64.0,0.0,11575.0,'no'
41.0,0.0,77.0,0.0,38.0,-3.0,37.0,39.0,2.0,5707.0,'no'
56.0,0.0,81.0,0.0,-10.0,-7.0,25.0,91.0,66.0,1475.0,'no'
50.0,0.0,91.0,0.0,50.0,0.0,41.0,42.0,0.0,5598.0,'no'
51.0,0.0,109.0,5.0,50.0,-30.0,58.0,60.0,2.0,4018.0,'no'
55.0,0.0,96.0,-1.0,50.0,0.0,41.0,47.0,6.0,3484.0,'no'
39.0,4.0,102.0,0.0,38.0,0.0,62.0,63.0,0.0,4612.0,'no'
43.0,0.0,81.0,-3.0,42.0,-1.0,37.0,39.0,2.0,4345.0,'no'
76.0,0.0,81.0,0.0,-42.0,-3.0,5.0,125.0,120.0,2920.0,'no'
37.0,-4.0,102.0,-1.0,34.0,0.0,65.0,69.0,4.0,11671.0,'no'
45.0,0.0,86.0,1.0,44.0,0.0,40.0,42.0,2.0,120.0,'no'
41.0,0.0,87.0,0.0,42.0,21.0,46.0,46.0,0.0,13169.0,'no'
44.0,5.0,86.0,0.0,44.0,19.0,42.0,42.0,0.0,8939.0,'no'
41.0,-4.0,86.0,-2.0,42.0,0.0,45.0,44.0,0.0,9688.0,'no'
78.0,0.0,83.0,1.0,-46.0,0.0,4.0,129.0,124.0,9307.0,'no'
49.0,0.0,81.0,0.0,46.0,-30.0,31.0,34.0,2.0,10629.0,'no'
55.0,1.0,96.0,6.0,50.0,0.0,41.0,47.0,6.0,2823.0,'no'
83.0,0.0,86.0,-1.0,-6.0,-24.0,3.0,94.0,90.0,10657.0,'no'
42.0,1.0,81.0,0.0,42.0,0.0,38.0,39.0,2.0,14004.0,'no'
37.0,0.0,83.0,0.0,0.0,-30.0,46.0,83.0,36.0,4237.0,'no'
76.0,-3.0,81.0,-2.0,-40.0,30.0,5.0,123.0,118.0,5665.0,'no'
56.0,0.0,97.0,0.0,52.0,26.0,41.0,45.0,4.0,5620.0,'no'
37.0,0.0,80.0,0.0,8.0,26.0,43.0,72.0,28.0,7592.0,'no'
50.0,1.0,102.0,0.0,50.0,0.0,52.0,53.0,0.0,9218.0,'no'
37.0,0.0,79.0,0.0,12.0,-4.0,43.0,66.0,24.0,12213.0,'no'
56.0,0.0,77.0,0.0,-14.0,26.0,21.0,92.0,72.0,7913.0,'no'
37.0,0.0,79.0,0.0,18.0,4.0,43.0,61.0,18.0,2968.0,'no'
56.0,2.0,78.0,2.0,24.0,0.0,22.0,55.0,32.0,10538.0,'no'
38.0,0.0,86.0,0.0,38.0,11.0,48.0,47.0,0.0,8527.0,'no'
37.0,0.0,76.0,0.0,30.0,22.0,40.0,45.0,6.0,1072.0,'no'
37.0,0.0,77.0,0.0,30.0,-16.0,40.0,46.0,6.0,3542.0,'no'
37.0,0.0,78.0,0.0,12.0,8.0,42.0,65.0,24.0,11748.0,'no'
55.0,0.0,77.0,0.0,12.0,-30.0,22.0,65.0,42.0,6664.0,'no'
37.0,0.0,82.0,-1.0,38.0,28.0,45.0,43.0,0.0,11562.0,'no'
55.0,-1.0,88.0,0.0,54.0,-1.0,32.0,33.0,2.0,12133.0,'no'
56.0,0.0,95.0,0.0,50.0,-8.0,40.0,46.0,6.0,11558.0,'no'
37.0,0.0,76.0,7.0,28.0,12.0,40.0,48.0,8.0,7050.0,'no'
37.0,0.0,104.0,0.0,28.0,21.0,67.0,75.0,8.0,13532.0,'no'
46.0,0.0,87.0,-1.0,46.0,5.0,41.0,41.0,0.0,10844.0,'no'
37.0,0.0,76.0,0.0,30.0,8.0,40.0,45.0,6.0,9006.0,'no'
47.0,0.0,84.0,-2.0,46.0,0.0,37.0,38.0,0.0,624.0,'no'
57.0,1.0,97.0,6.0,56.0,0.0,40.0,40.0,0.0,6455.0,'no'
37.0,-5.0,100.0,0.0,36.0,0.0,64.0,64.0,0.0,13957.0,'no'
56.0,0.0,77.0,0.0,16.0,-1.0,22.0,62.0,40.0,200.0,'no'
44.0,4.0,77.0,0.0,44.0,2.0,33.0,34.0,0.0,13892.0,'no'
44.0,-1.0,79.0,-5.0,44.0,4.0,36.0,35.0,0.0,5493.0,'no'
37.0,0.0,77.0,0.0,28.0,69.0,40.0,48.0,8.0,5796.0,'no'
52.0,0.0,84.0,0.0,52.0,-7.0,32.0,33.0,0.0,10270.0,'no'
42.0,1.0,106.0,0.0,42.0,0.0,64.0,64.0,0.0,5168.0,'no'
37.0,0.0,79.0,0.0,12.0,-19.0,43.0,66.0,24.0,282.0,'no'
46.0,0.0,107.0,-4.0,46.0,2.0,61.0,60.0,0.0,10145.0,'no'
43.0,0.0,96.0,3.0,42.0,-1.0,53.0,55.0,2.0,13778.0,'no'
39.0,0.0,83.0,1.0,38.0,0.0,45.0,44.0,0.0,12599.0,'no'
45.0,1.0,81.0,0.0,44.0,0.0,37.0,37.0,0.0,4558.0,'no'
37.0,0.0,79.0,0.0,6.0,-6.0,42.0,74.0,32.0,5259.0,'no'
41.0,-5.0,77.0,0.0,38.0,-26.0,36.0,38.0,2.0,5014.0,'no'
43.0,0.0,86.0,-6.0,42.0,-6.0,43.0,45.0,2.0,2633.0,'no'
37.0,0.0,75.0,0.0,36.0,17.0,37.0,39.0,2.0,6818.0,'no'
49.0,3.0,83.0,0.0,50.0,5.0,34.0,34.0,0.0,7994.0,'no'
38.0,1.0,86.0,0.0,38.0,8.0,49.0,48.0,0.0,6718.0,'no'
86.0,4.0,89.0,0.0,2.0,-8.0,3.0,86.0,84.0,2845.0,'no'
48.0,-2.0,110.0,0.0,46.0,-3.0,62.0,64.0,2.0,143.0,'no'
56.0,0.0,81.0,0.0,-14.0,0.0,25.0,97.0,72.0,13998.0,'no'
51.0,0.0,78.0,0.0,52.0,12.0,27.0,26.0,0.0,12547.0,'no'
46.0,0.0,85.0,1.0,44.0,-29.0,39.0,41.0,2.0,6931.0,'no'
51.0,1.0,86.0,0.0,52.0,28.0,35.0,34.0,0.0,2184.0,'no'
49.0,0.0,81.0,0.0,50.0,0.0,32.0,32.0,0.0,11260.0,'no'
56.0,0.0,76.0,0.0,-12.0,-1.0,20.0,89.0,68.0,7842.0,'no'
40.0,0.0,80.0,0.0,42.0,25.0,40.0,39.0,0.0,5697.0,'no'
41.0,0.0,86.0,-1.0,38.0,-2.0,45.0,47.0,2.0,2683.0,'no'
45.0,3.0,106.0,-1.0,44.0,-3.0,61.0,62.0,2.0,3206.0,'no'
41.0,1.0,76.0,0.0,42.0,15.0,35.0,35.0,0.0,1266.0,'no'
40.0,-3.0,109.0,0.0,38.0,0.0,68.0,70.0,2.0,12611.0,'no'
56.0,1.0,80.0,0.0,54.0,-30.0,24.0,26.0,2.0,4711.0,'no'
51.0,0.0,88.0,0.0,50.0,-19.0,37.0,39.0,2.0,2531.0,'no'
